time iter num.topics num.tables likelihood gamma alpha split merge trial
 1764.00 00726 0014 141342 -4600811.73399 1.00000 1.00000 0 0 0
 1766.00 00727 0016 141135 -4599173.66806 1.00000 1.00000 0 0 0
 1769.00 00728 0013 141013 -4599204.33282 1.00000 1.00000 0 0 0
 1771.00 00729 0011 140761 -4598763.41579 1.00000 1.00000 0 0 0
 1774.00 00730 0011 141036 -4598686.52408 1.00000 1.00000 0 0 0
 1776.00 00731 0012 140942 -4599598.80963 1.00000 1.00000 0 0 0
 1779.00 00732 0015 141223 -4600407.81994 1.00000 1.00000 0 0 0
 1782.00 00733 0015 140959 -4600558.71393 1.00000 1.00000 0 0 0
 1785.00 00734 0014 141249 -4602340.18548 1.00000 1.00000 0 0 0
 1787.00 00735 0013 141112 -4600117.46147 1.00000 1.00000 0 0 0
 1790.00 00736 0015 141213 -4602560.53796 1.00000 1.00000 0 0 0
 1793.00 00737 0013 141376 -4602539.11299 1.00000 1.00000 0 0 0
 1795.00 00738 0012 141220 -4602637.03092 1.00000 1.00000 0 0 0
 1798.00 00739 0011 141100 -4601140.42697 1.00000 1.00000 0 0 0
 1800.00 00740 0011 140946 -4599814.35381 1.00000 1.00000 0 0 0
 1802.00 00741 0012 140941 -4600808.75070 1.00000 1.00000 0 0 0
 1805.00 00742 0011 140769 -4601046.38237 1.00000 1.00000 0 0 0
 1807.00 00743 0012 140977 -4600716.41469 1.00000 1.00000 0 0 0
 1809.00 00744 0012 141166 -4601444.30780 1.00000 1.00000 0 0 0
 1812.00 00745 0014 141089 -4601783.08638 1.00000 1.00000 0 0 0
 1815.00 00746 0017 140924 -4601473.02694 1.00000 1.00000 0 0 0
 1818.00 00747 0014 141148 -4600255.08224 1.00000 1.00000 0 0 0
 1820.00 00748 0014 140872 -4599051.30821 1.00000 1.00000 0 0 0
 1823.00 00749 0013 140800 -4597845.28196 1.00000 1.00000 0 0 0
 1825.00 00750 0014 140696 -4597826.45336 1.00000 1.00000 0 0 0
 1828.00 00751 0012 140731 -4597914.53980 1.00000 1.00000 0 0 0
 1831.00 00752 0012 140911 -4599098.85601 1.00000 1.00000 0 0 0
 1833.00 00753 0013 140959 -4599107.02912 1.00000 1.00000 0 0 0
 1836.00 00754 0012 140969 -4599435.89287 1.00000 1.00000 0 0 0
 1838.00 00755 0013 141343 -4601386.24456 1.00000 1.00000 0 0 0
 1840.00 00756 0013 141036 -4600079.68421 1.00000 1.00000 0 0 0
 1843.00 00757 0013 141138 -4599658.23590 1.00000 1.00000 0 0 0
 1845.00 00758 0012 141070 -4600245.27903 1.00000 1.00000 0 0 0
 1848.00 00759 0013 141020 -4598946.02436 1.00000 1.00000 0 0 0
 1850.00 00760 0014 141565 -4600438.82435 1.00000 1.00000 0 0 0
 1853.00 00761 0015 141234 -4601456.73806 1.00000 1.00000 0 0 0
 1856.00 00762 0014 141128 -4601134.90384 1.00000 1.00000 0 0 0
 1858.00 00763 0014 140664 -4599299.50723 1.00000 1.00000 0 0 0
 1861.00 00764 0015 141199 -4600258.42437 1.00000 1.00000 0 0 0
 1864.00 00765 0015 140968 -4599241.57240 1.00000 1.00000 0 0 0
 1867.00 00766 0014 140815 -4600386.49041 1.00000 1.00000 0 0 0
 1869.00 00767 0017 140878 -4600043.84028 1.00000 1.00000 0 0 0
 1872.00 00768 0016 140961 -4599936.62449 1.00000 1.00000 0 0 0
 1875.00 00769 0015 140753 -4599571.42963 1.00000 1.00000 0 0 0
 1878.00 00770 0015 140595 -4598541.49979 1.00000 1.00000 0 0 0
 1881.00 00771 0013 140960 -4599758.63527 1.00000 1.00000 0 0 0
 1883.00 00772 0012 141225 -4601791.08658 1.00000 1.00000 0 0 0
 1886.00 00773 0011 141576 -4601878.18488 1.00000 1.00000 0 0 0
 1888.00 00774 0013 141478 -4601412.09993 1.00000 1.00000 0 0 0
 1891.00 00775 0013 141409 -4600444.13199 1.00000 1.00000 0 0 0
 1893.00 00776 0013 141327 -4600189.25841 1.00000 1.00000 0 0 0
 1896.00 00777 0014 141286 -4600270.29022 1.00000 1.00000 0 0 0
 1898.00 00778 0012 141085 -4598163.67552 1.00000 1.00000 0 0 0
 1900.00 00779 0012 141109 -4599288.49150 1.00000 1.00000 0 0 0
 1903.00 00780 0012 141074 -4599170.46652 1.00000 1.00000 0 0 0
 1905.00 00781 0014 140834 -4597607.57129 1.00000 1.00000 0 0 0
 1908.00 00782 0012 140830 -4598754.47113 1.00000 1.00000 0 0 0
 1910.00 00783 0013 140845 -4599211.50241 1.00000 1.00000 0 0 0
 1913.00 00784 0013 140993 -4599156.56985 1.00000 1.00000 0 0 0
 1915.00 00785 0013 140751 -4599547.19146 1.00000 1.00000 0 0 0
 1918.00 00786 0014 140550 -4597970.04993 1.00000 1.00000 0 0 0
 1920.00 00787 0014 140598 -4597772.17038 1.00000 1.00000 0 0 0
 1923.00 00788 0014 140581 -4597286.71820 1.00000 1.00000 0 0 0
 1925.00 00789 0013 140751 -4597987.89850 1.00000 1.00000 0 0 0
 1928.00 00790 0014 141084 -4599921.77182 1.00000 1.00000 0 0 0
 1931.00 00791 0013 141182 -4600212.97047 1.00000 1.00000 0 0 0
 1933.00 00792 0014 140864 -4600193.86482 1.00000 1.00000 0 0 0
 1936.00 00793 0014 140845 -4598893.53913 1.00000 1.00000 0 0 0
 1939.00 00794 0013 140911 -4599114.41121 1.00000 1.00000 0 0 0
 1942.00 00795 0016 141116 -4600668.85333 1.00000 1.00000 0 0 0
 1945.00 00796 0015 141138 -4601645.90542 1.00000 1.00000 0 0 0
 1947.00 00797 0015 140758 -4599472.80509 1.00000 1.00000 0 0 0
 1950.00 00798 0014 140777 -4599009.94226 1.00000 1.00000 0 0 0
 1953.00 00799 0014 140837 -4597913.54383 1.00000 1.00000 0 0 0
 1955.00 00800 0014 140950 -4598949.28542 1.00000 1.00000 0 0 0
 1958.00 00801 0015 140967 -4600654.23669 1.00000 1.00000 0 0 0
 1961.00 00802 0014 141215 -4600417.77390 1.00000 1.00000 0 0 0
 1964.00 00803 0013 141221 -4599668.97154 1.00000 1.00000 0 0 0
 1966.00 00804 0013 141056 -4599925.72284 1.00000 1.00000 0 0 0
 1969.00 00805 0014 141040 -4600594.07481 1.00000 1.00000 0 0 0
 1972.00 00806 0012 140785 -4599616.42346 1.00000 1.00000 0 0 0
 1974.00 00807 0012 141084 -4600256.24320 1.00000 1.00000 0 0 0
 1976.00 00808 0013 141216 -4600760.74003 1.00000 1.00000 0 0 0
 1979.00 00809 0015 141089 -4600572.10854 1.00000 1.00000 0 0 0
 1982.00 00810 0015 140991 -4601926.40590 1.00000 1.00000 0 0 0
 1985.00 00811 0015 140714 -4600454.42238 1.00000 1.00000 0 0 0
 1987.00 00812 0015 140763 -4598428.68801 1.00000 1.00000 0 0 0
 1990.00 00813 0015 141045 -4600699.79611 1.00000 1.00000 0 0 0
 1993.00 00814 0014 141384 -4600936.87853 1.00000 1.00000 0 0 0
 1995.00 00815 0014 141263 -4600591.95572 1.00000 1.00000 0 0 0
 1998.00 00816 0015 141225 -4601480.82187 1.00000 1.00000 0 0 0
 2001.00 00817 0016 141046 -4601168.53986 1.00000 1.00000 0 0 0
 2003.00 00818 0017 141077 -4600605.27097 1.00000 1.00000 0 0 0
 2006.00 00819 0015 141008 -4599671.08872 1.00000 1.00000 0 0 0
 2009.00 00820 0015 141192 -4601426.63916 1.00000 1.00000 0 0 0
 2011.00 00821 0015 140955 -4599127.75719 1.00000 1.00000 0 0 0
 2014.00 00822 0014 140774 -4598100.50853 1.00000 1.00000 0 0 0
 2016.00 00823 0014 140456 -4597648.26671 1.00000 1.00000 0 0 0
 2019.00 00824 0013 140931 -4598610.27634 1.00000 1.00000 0 0 0
 2021.00 00825 0014 141114 -4600603.93299 1.00000 1.00000 0 0 0
 2023.00 00826 0014 140918 -4599609.68924 1.00000 1.00000 0 0 0
 2026.00 00827 0015 140843 -4600625.54461 1.00000 1.00000 0 0 0
 2029.00 00828 0014 141001 -4601937.46657 1.00000 1.00000 0 0 0
 2031.00 00829 0013 140903 -4601048.51144 1.00000 1.00000 0 0 0
 2033.00 00830 0015 141201 -4601080.79053 1.00000 1.00000 0 0 0
 2036.00 00831 0015 141361 -4601279.75207 1.00000 1.00000 0 0 0
 2039.00 00832 0016 141283 -4600586.95424 1.00000 1.00000 0 0 0
 2041.00 00833 0014 141314 -4600177.43631 1.00000 1.00000 0 0 0
 2044.00 00834 0013 141401 -4599814.24630 1.00000 1.00000 0 0 0
 2046.00 00835 0013 141585 -4600546.45903 1.00000 1.00000 0 0 0
 2048.00 00836 0015 141379 -4600082.53291 1.00000 1.00000 0 0 0
 2051.00 00837 0013 140890 -4597991.49299 1.00000 1.00000 0 0 0
 2053.00 00838 0013 141236 -4601142.69837 1.00000 1.00000 0 0 0
 2056.00 00839 0013 141282 -4601862.00474 1.00000 1.00000 0 0 0
 2058.00 00840 0012 141255 -4601058.78131 1.00000 1.00000 0 0 0
 2060.00 00841 0012 141045 -4599812.96310 1.00000 1.00000 0 0 0
 2063.00 00842 0013 141069 -4599778.33739 1.00000 1.00000 0 0 0
 2065.00 00843 0013 140734 -4598901.28684 1.00000 1.00000 0 0 0
 2068.00 00844 0014 140719 -4599077.85477 1.00000 1.00000 0 0 0
 2071.00 00845 0015 140800 -4600208.32312 1.00000 1.00000 0 0 0
 2073.00 00846 0014 141220 -4601535.01486 1.00000 1.00000 0 0 0
 2075.00 00847 0013 141177 -4601054.82190 1.00000 1.00000 0 0 0
 2078.00 00848 0014 141244 -4601638.39739 1.00000 1.00000 0 0 0
 2080.00 00849 0013 141137 -4600770.09978 1.00000 1.00000 0 0 0
 2083.00 00850 0014 141235 -4601202.98717 1.00000 1.00000 0 0 0
 2085.00 00851 0014 140946 -4600610.19798 1.00000 1.00000 0 0 0
 2087.00 00852 0013 141442 -4601742.13549 1.00000 1.00000 0 0 0
 2090.00 00853 0013 140739 -4598904.74873 1.00000 1.00000 0 0 0
 2092.00 00854 0012 140673 -4597896.09440 1.00000 1.00000 0 0 0
 2094.00 00855 0014 140805 -4598414.38537 1.00000 1.00000 0 0 0
 2097.00 00856 0014 140851 -4599394.16816 1.00000 1.00000 0 0 0
 2099.00 00857 0014 141025 -4600077.00104 1.00000 1.00000 0 0 0
 2101.00 00858 0012 141253 -4600517.36143 1.00000 1.00000 0 0 0
 2104.00 00859 0012 141254 -4600794.89941 1.00000 1.00000 0 0 0
 2106.00 00860 0013 141133 -4601005.35300 1.00000 1.00000 0 0 0
 2108.00 00861 0014 141281 -4601856.40959 1.00000 1.00000 0 0 0
 2111.00 00862 0015 140862 -4600916.76199 1.00000 1.00000 0 0 0
 2113.00 00863 0015 141197 -4601051.99244 1.00000 1.00000 0 0 0
 2116.00 00864 0014 141176 -4600163.51263 1.00000 1.00000 0 0 0
 2118.00 00865 0012 140905 -4599458.44015 1.00000 1.00000 0 0 0
 2120.00 00866 0012 141322 -4601920.09075 1.00000 1.00000 0 0 0
 2122.00 00867 0012 141025 -4600908.96113 1.00000 1.00000 0 0 0
 2124.00 00868 0013 140980 -4600543.36869 1.00000 1.00000 0 0 0
 2127.00 00869 0011 141013 -4600985.54095 1.00000 1.00000 0 0 0
 2129.00 00870 0012 141023 -4600164.60485 1.00000 1.00000 0 0 0
 2131.00 00871 0012 141017 -4600439.92716 1.00000 1.00000 0 0 0
 2133.00 00872 0012 140999 -4600066.56913 1.00000 1.00000 0 0 0
 2136.00 00873 0012 141008 -4600553.59134 1.00000 1.00000 0 0 0
 2138.00 00874 0013 141091 -4601954.26972 1.00000 1.00000 0 0 0
 2140.00 00875 0015 141331 -4601943.32253 1.00000 1.00000 0 0 0
 2143.00 00876 0015 141060 -4600724.79332 1.00000 1.00000 0 0 0
 2145.00 00877 0013 141160 -4600242.43489 1.00000 1.00000 0 0 0
 2148.00 00878 0012 140953 -4599770.25916 1.00000 1.00000 0 0 0
 2150.00 00879 0012 140410 -4599009.50547 1.00000 1.00000 0 0 0
 2152.00 00880 0011 141085 -4599026.11352 1.00000 1.00000 0 0 0
 2154.00 00881 0012 141109 -4600476.05345 1.00000 1.00000 0 0 0
 2156.00 00882 0013 141013 -4600358.41932 1.00000 1.00000 0 0 0
 2159.00 00883 0012 141255 -4600468.23752 1.00000 1.00000 0 0 0
 2161.00 00884 0013 141146 -4599884.39068 1.00000 1.00000 0 0 0
 2163.00 00885 0012 140878 -4597917.71704 1.00000 1.00000 0 0 0
 2165.00 00886 0012 140465 -4594812.82695 1.00000 1.00000 0 0 0
 2168.00 00887 0013 140881 -4597428.28070 1.00000 1.00000 0 0 0
 2170.00 00888 0013 140861 -4599407.27939 1.00000 1.00000 0 0 0
 2172.00 00889 0012 140881 -4598638.17598 1.00000 1.00000 0 0 0
 2175.00 00890 0013 141242 -4599267.56040 1.00000 1.00000 0 0 0
 2177.00 00891 0012 141225 -4600422.48106 1.00000 1.00000 0 0 0
 2179.00 00892 0013 141479 -4602023.11556 1.00000 1.00000 0 0 0
 2181.00 00893 0012 141120 -4601654.25966 1.00000 1.00000 0 0 0
 2184.00 00894 0011 141026 -4600617.20442 1.00000 1.00000 0 0 0
 2186.00 00895 0011 140917 -4600079.10176 1.00000 1.00000 0 0 0
 2188.00 00896 0012 140678 -4599407.90723 1.00000 1.00000 0 0 0
 2190.00 00897 0011 140959 -4597726.30205 1.00000 1.00000 0 0 0
 2192.00 00898 0011 141114 -4599516.18760 1.00000 1.00000 0 0 0
 2194.00 00899 0012 140643 -4599124.81876 1.00000 1.00000 0 0 0
 2196.00 00900 0012 141109 -4601128.29458 1.00000 1.00000 0 0 0
 2199.00 00901 0014 141260 -4601368.40686 1.00000 1.00000 0 0 0
 2202.00 00902 0014 141146 -4600538.54145 1.00000 1.00000 0 0 0
 2204.00 00903 0016 141337 -4602210.87734 1.00000 1.00000 0 0 0
 2207.00 00904 0015 141078 -4600264.18536 1.00000 1.00000 0 0 0
 2209.00 00905 0013 141030 -4599693.15555 1.00000 1.00000 0 0 0
 2211.00 00906 0015 141235 -4600450.56347 1.00000 1.00000 0 0 0
 2214.00 00907 0014 141219 -4600610.19207 1.00000 1.00000 0 0 0
 2216.00 00908 0013 141462 -4601006.73184 1.00000 1.00000 0 0 0
 2218.00 00909 0014 141043 -4600892.60182 1.00000 1.00000 0 0 0
 2221.00 00910 0014 140814 -4600413.00233 1.00000 1.00000 0 0 0
 2223.00 00911 0014 140982 -4600240.13027 1.00000 1.00000 0 0 0
 2226.00 00912 0013 140767 -4598150.12790 1.00000 1.00000 0 0 0
 2228.00 00913 0015 140841 -4599429.82594 1.00000 1.00000 0 0 0
 2231.00 00914 0014 141209 -4600205.52942 1.00000 1.00000 0 0 0
 2233.00 00915 0012 141183 -4599494.68098 1.00000 1.00000 0 0 0
 2235.00 00916 0013 141003 -4599749.98657 1.00000 1.00000 0 0 0
 2238.00 00917 0013 141059 -4600064.41367 1.00000 1.00000 0 0 0
 2240.00 00918 0013 140980 -4599336.49350 1.00000 1.00000 0 0 0
 2243.00 00919 0014 140679 -4598387.66785 1.00000 1.00000 0 0 0
 2245.00 00920 0015 140955 -4598273.30993 1.00000 1.00000 0 0 0
 2247.00 00921 0013 140914 -4598980.48124 1.00000 1.00000 0 0 0
 2250.00 00922 0012 140900 -4598685.81526 1.00000 1.00000 0 0 0
 2252.00 00923 0012 140834 -4599311.30311 1.00000 1.00000 0 0 0
 2254.00 00924 0012 140671 -4599342.79776 1.00000 1.00000 0 0 0
 2256.00 00925 0013 140675 -4599957.19443 1.00000 1.00000 0 0 0
 2259.00 00926 0012 140758 -4599256.44633 1.00000 1.00000 0 0 0
 2261.00 00927 0012 141062 -4600399.56012 1.00000 1.00000 0 0 0
 2263.00 00928 0015 140613 -4598069.01433 1.00000 1.00000 0 0 0
 2266.00 00929 0014 141014 -4600069.01607 1.00000 1.00000 0 0 0
 2268.00 00930 0013 140822 -4597686.10114 1.00000 1.00000 0 0 0
 2271.00 00931 0013 140668 -4596647.24008 1.00000 1.00000 0 0 0
 2273.00 00932 0014 140294 -4596034.13563 1.00000 1.00000 0 0 0
 2275.00 00933 0013 140788 -4597741.51647 1.00000 1.00000 0 0 0
 2278.00 00934 0013 140846 -4599263.16277 1.00000 1.00000 0 0 0
 2280.00 00935 0014 140596 -4597304.04488 1.00000 1.00000 0 0 0
 2283.00 00936 0013 141231 -4600911.03709 1.00000 1.00000 0 0 0
 2285.00 00937 0015 141252 -4600803.32955 1.00000 1.00000 0 0 0
 2287.00 00938 0011 141007 -4600334.74968 1.00000 1.00000 0 0 0
 2289.00 00939 0012 140959 -4600111.69544 1.00000 1.00000 0 0 0
 2292.00 00940 0012 141195 -4601495.12922 1.00000 1.00000 0 0 0
 2294.00 00941 0012 140975 -4599878.51648 1.00000 1.00000 0 0 0
 2296.00 00942 0011 141036 -4599294.27329 1.00000 1.00000 0 0 0
 2298.00 00943 0011 141164 -4599400.03016 1.00000 1.00000 0 0 0
 2300.00 00944 0011 140961 -4599227.36179 1.00000 1.00000 0 0 0
 2302.00 00945 0012 141139 -4599065.75654 1.00000 1.00000 0 0 0
 2304.00 00946 0011 140621 -4597897.69835 1.00000 1.00000 0 0 0
 2306.00 00947 0011 140881 -4599048.06140 1.00000 1.00000 0 0 0
 2309.00 00948 0012 140803 -4599266.45959 1.00000 1.00000 0 0 0
 2311.00 00949 0012 140705 -4599470.55379 1.00000 1.00000 0 0 0
 2313.00 00950 0011 140801 -4599467.18820 1.00000 1.00000 0 0 0
 2315.00 00951 0012 140672 -4598584.80663 1.00000 1.00000 0 0 0
 2317.00 00952 0012 140736 -4599945.42253 1.00000 1.00000 0 0 0
 2319.00 00953 0012 140442 -4598018.45807 1.00000 1.00000 0 0 0
 2322.00 00954 0013 140759 -4599221.19152 1.00000 1.00000 0 0 0
 2324.00 00955 0016 141129 -4599982.00525 1.00000 1.00000 0 0 0
 2327.00 00956 0012 140909 -4599303.75089 1.00000 1.00000 0 0 0
 2329.00 00957 0014 141102 -4601066.01004 1.00000 1.00000 0 0 0
 2332.00 00958 0015 141022 -4599987.96785 1.00000 1.00000 0 0 0
 2334.00 00959 0013 141468 -4602304.21490 1.00000 1.00000 0 0 0
 2336.00 00960 0012 141117 -4601394.18964 1.00000 1.00000 0 0 0
 2339.00 00961 0013 141023 -4600225.25451 1.00000 1.00000 0 0 0
 2341.00 00962 0014 141122 -4600399.65099 1.00000 1.00000 0 0 0
 2343.00 00963 0013 141285 -4599559.17984 1.00000 1.00000 0 0 0
 2346.00 00964 0012 141292 -4599157.07049 1.00000 1.00000 0 0 0
 2348.00 00965 0011 141428 -4599869.21556 1.00000 1.00000 0 0 0
 2350.00 00966 0012 141012 -4599012.89556 1.00000 1.00000 0 0 0
 2352.00 00967 0011 141229 -4599316.90655 1.00000 1.00000 0 0 0
 2354.00 00968 0012 141352 -4599190.48756 1.00000 1.00000 0 0 0
 2356.00 00969 0011 141261 -4601328.34442 1.00000 1.00000 0 0 0
 2358.00 00970 0012 141282 -4600798.03573 1.00000 1.00000 0 0 0
 2360.00 00971 0012 141438 -4601296.29894 1.00000 1.00000 0 0 0
 2363.00 00972 0014 141021 -4601410.11806 1.00000 1.00000 0 0 0
 2365.00 00973 0012 141422 -4602022.19724 1.00000 1.00000 0 0 0
 2367.00 00974 0011 141105 -4600694.34385 1.00000 1.00000 0 0 0
 2370.00 00975 0012 140966 -4600620.43876 1.00000 1.00000 0 0 0
 2372.00 00976 0011 141328 -4601913.53197 1.00000 1.00000 0 0 0
 2374.00 00977 0012 141291 -4601305.43320 1.00000 1.00000 0 0 0
 2376.00 00978 0012 141287 -4601197.97904 1.00000 1.00000 0 0 0
 2378.00 00979 0011 141314 -4600412.13974 1.00000 1.00000 0 0 0
 2381.00 00980 0012 141397 -4601011.06990 1.00000 1.00000 0 0 0
 2383.00 00981 0013 141458 -4600448.50180 1.00000 1.00000 0 0 0
 2385.00 00982 0014 141437 -4600479.62651 1.00000 1.00000 0 0 0
 2388.00 00983 0014 141159 -4599570.22961 1.00000 1.00000 0 0 0
 2390.00 00984 0013 141363 -4600125.30949 1.00000 1.00000 0 0 0
 2393.00 00985 0012 141578 -4600704.27317 1.00000 1.00000 0 0 0
 2395.00 00986 0012 140975 -4599112.11816 1.00000 1.00000 0 0 0
 2397.00 00987 0014 141250 -4600026.90971 1.00000 1.00000 0 0 0
 2399.00 00988 0012 140750 -4598687.78752 1.00000 1.00000 0 0 0
 2402.00 00989 0014 140494 -4598361.84373 1.00000 1.00000 0 0 0
 2404.00 00990 0014 140728 -4598854.83545 1.00000 1.00000 0 0 0
 2407.00 00991 0012 140728 -4598823.60674 1.00000 1.00000 0 0 0
 2409.00 00992 0012 140966 -4598818.87733 1.00000 1.00000 0 0 0
 2411.00 00993 0013 141097 -4598934.65842 1.00000 1.00000 0 0 0
 2413.00 00994 0012 141376 -4601033.77281 1.00000 1.00000 0 0 0
 2416.00 00995 0013 140836 -4599321.58659 1.00000 1.00000 0 0 0
 2418.00 00996 0011 141320 -4600871.28671 1.00000 1.00000 0 0 0
 2420.00 00997 0014 141081 -4601286.16780 1.00000 1.00000 0 0 0
 2423.00 00998 0012 140924 -4600120.49897 1.00000 1.00000 0 0 0
 2425.00 00999 0012 140909 -4599609.32583 1.00000 1.00000 0 0 0
